,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,Target
0,15.2,15.0,81.8,1061.9,44.4,,3.0,-20.4,,6.5,-6.6,32.1,31.9,82.8,1045.5,43.4,,-8.0,12.7,-23.4,8.6,-7.5,185.5,183.6,85.2,1000.9,49.1,,-0.7,-18.6,1.8,4.3,-8.9,18.0,17.9,96.2,913.1,57.0,,-56.6,-15.5,,-28.2,-53.8,26.7,18.8,142.2,843.1,96.5,,505.4,93.4,,-2.2,-10.2,1
