83.0,70.4,88.2,89.3,88.2
74.2,43.9,59.4,88.5,87.1
133.9,442.5,486.0,2023.1,
241.8,31.7,,,
56.6,158.0,100.2,1073.4,
,,,,
-4.3,-43.3,-79.5,25.3,-4.6
38.7,34.3,56.6,-33.0,-24.1
,,,,
0.9,1.1,3.2,-6.5,0.8
-8.8,-21.9,-172.3,-100.3,-55.0
